text,target,stance,Sentiment,Sarcasm
#??_???????_???????? #?????_???????_????? ???? ???? ?????? ??????? ??? ??????? ???? ??? ??? ?? ???! URL,Covid Vaccine,Against,Negative,No
#??_???????_???????? #????_??????? #?????_?????_????_???????  ???? ??????? ???? ???????? ???????? ???? ??? ??????? ????? ??? ???? ?????? ????? #??????_?????? #?????? ???? ????? ??????,Covid Vaccine,Against,Negative,No
#??_???????_???????? #?????? #?????_?????  ????? ????? ??????? ???? ???? ??????? ?????? ????? ?? ?????? ??????? ?? ????? ?????? ???????? ?????? ????? ????? ????? ??? ????? ??????? ????? ?????? ??? ??? ???? ????? ?????? ???? ?????? ???? ??????? ???????? ?? ?????? ?? ??? ????? ! URL,Covid Vaccine,Against,Negative,No
#??_???????_???????? #??_???????_????????41 (????????? ??????? ?????????) ??? ??????? ?????? ????? ?????? ??? ??????? ???? ?? (?????? ????) ???(?????? ??????) ??? ???? ????? ??? ?????? ???? ????? ????? ??? ????? ?? (???? ????? ??????) ?? ????? ?????????? ??? ??????? ?????? ????? URL,Covid Vaccine,Against,Neutral,No
#??_???????_???????? #??_???????_????????194 #??_??????_??????? #??_?????_??????? #???????_??_???? #??????_????????? ?????? ????? URL,Covid Vaccine,Against,Negative,No
#??_???????_???????? #??_??????_??????? #??????_?????????  ???? ????? #????? URL,Covid Vaccine,Against,Neutral,No
#??_???????_???????? #????_?????? #?????_?????? ?? ???? ?? ??? ?? ?????? ??? ????? ?????? ?? ???? ????? ?? ????? ???? ??? ????? ?? ????? ?? ????  ?? ???? ?? ????? ?? ????? ???? ???? ????? ?? ????? ????? ?? ??? ?????? ???? ??????? ??? ??? ????? ??????? ?????? ?? ????????   ???,Covid Vaccine,Against,Neutral,No
#??_???????_????????  ??? ?????? ??????? ?? ??????!! ??? ????? ???!! ?? ??? ??? ???? ?????? ??? ???? ???? ??????? ???? ???? ????? ???? ????? ??????? ?? ?? ??? ?????? ??????? ????? ??  ??? ???? ?????? ???? ???????????,Covid Vaccine,Against,Neutral,No
#??_???????_???????? ?????? ????????? ????? ???? ?? ??? ??????? ????? ?????? ???? ??? ??? ??????? ????????,Covid Vaccine,Against,Neutral,No
#??_???????_????????  ??? ?? ???? ???? ???? ????? ??????? ?????  ?????? ????? #????_????? ???? ????? ??? ?????? ?????? ????? ??????? ????? ????? ????  ?????? ????? ??????? ???? ????? ?????? ?????? ????? ?????? ?? ??????,Covid Vaccine,Against,Negative,No
#??_???????_???????? ????? ???? ???? ?????? ???????? ?? ?????? ???? ????? ?????? ??? ???? ??? ???? #?????,Covid Vaccine,Against,Neutral,No
#??_???????_????????  ???? ????? ??? ?????  ????? ????? ???? ??? ???? ??? ???????? ?????? ?? ?????.  ???? ?? ???? ??????? ??? ????  ????? ?? ???????? ???????? ????! ????? ????? ?????? ???? ??????? ??? ?????? ?????????.  ????? ?? ????? ?????. URL,Covid Vaccine,Against,Neutral,No
#??_???????_???????? ?? ??? ?????? ?? ???? ?? ???? ????? ????? ?????    ???? ?????? ??????? ?????? ????? ??? ???? ??? ?????? .. ????? ??? ??? ??????? ??? ????? ????? ??????? ??!,Covid Vaccine,Against,Negative,No
#??_???????_???????? ?? ???? ????? #?????? ??? ????? ???? ???? ??? ?????? ?? ???? ????? #?????? ??? ????? ???? ???? ?? ?????  ?? ???? ????? #?????? ??? ?? ??? ???? ????? ??????  ?? ???? ????? #?????? ???? ?? ?????? ???????   ??????? ???? ????????????  ??? ????? ????,Covid Vaccine,Favor,Neutral,No
#??_???????_???????? ??? ????? ???? ???? ???? ??? ???? ??? ????? ?? ???? ??? ???? ???? ???? ! ????? ????? ????? ?? ??? ??????? ??????? ????? ???? ????? .. ??? ???? ??????? ??? ????? ???? ????? ?? ???? ??????? ?? ????? ???? ????? ??? ??? ?? ?????? ??????? ???? ???? ???? .,Covid Vaccine,Against,Neutral,No
#??_???????_????????  ???? ?? ??????? ?? ??? ? ????? ??? ??? ?????.  ????? ?????? ??? ???? ?????? ????? ????? ?????? ?????? ?? ???? ??? ??? ??????? ??????? ??? ??? ????? ?? ??????? ? ???????  #????_??????_????????  #????_???????_???????? #????_???????_????????  #???????_???????,Covid Vaccine,Against,Neutral,No
#??_???????_???????? ??? ?? ?????? ?????? ??  ????? ?????? ???? ??????? ???? ???? ??,Covid Vaccine,Favor,Neutral,Yes
#??_???????_????????17 ???? ???? ???? ?????? ??????? ?????? ???? ????? ???? ??? ???? ????? ?? ??? ???? ??? ???? ???? ?? ??? ?????? ?? ?????? ??? ???? ???? ?? ????? ???????? ??? ????? ?? ???? ??????? ???? ???? ?? ?????? ???? ?????? ????? ????? ?? ??? ???? ?? ??? ???? ?? ????? ?? ?,Covid Vaccine,Against,Negative,No
#??_???????_????????26 ???? ?????? ????????? : 22 ??? ????? ???? ??????? ?????? ?????? ?????!  ????? ?? ???: ????? ??????? ??? ????? 80 % ?? 90 % ?? ???? ?????? ???? ???????? ?????? ?????? ????? ????????!  ??????: ??? ??? ????? ?? ???????: ???? ?? ???? ?????? ??????? ????????!!! URL,Covid Vaccine,Against,Negative,No
#??_???????_????????27  ?? ????? ?????? ??? ??? ??? ??????? ??????? ???? ???? ???? ?? ????? ???? ??? ???? ????,Covid Vaccine,Favor,Neutral,No
#??_???????_????????35   ???????? ??? ????? ???? ????  ??? ???? ?? ????  ?? ??? ?????   ?????? ???? ?????? ? ?????  ????? #????_??????? ??????? ??? ????? ????????  ??? ???? ????  #??????  ??? ????????,Covid Vaccine,Against,Neutral,No
#??_???????_????????35  ???? ???? ??? ?? ??????? ????? ?? ??????? .. ????? ?????? ?????. ??? ????? ???? ????? ?????? ????? ?????? ???? ???????? ???? ?????  ????? ?????? ..??? ?? ???? ?? ??????? .. ???? ??????? ????? ??? ?????? ?????? ?????? ???? ????? ! ???? ???? ???? ???? ?????,Covid Vaccine,Against,Neutral,No
#??_???????_????????37  ??????? ?? ???? ??????? ????????? ??? ????? ???? ??? ???? ????? !! ?? ???? ???? ????? ??????? !!  ?????? ??? ???????? ??? ??????? ? ?????? ???? ?? ????? ????????,Covid Vaccine,Against,Negative,No
#??_???????_????????38  ?????: "?????? ?? ????? ??????". ?????? COVID19 TRUMP URL,Covid Vaccine,Against,Negative,No
#??_???????_????????38  ?????? ?????? ?? ?????? ???? ?????? ??? ???? ????? ????? ????? ??????? ????? ??????? ??? ??????? ????? ?? ????? ????? ???? ??? ???? ??? ????? ??????????  URL,Covid Vaccine,Against,Negative,No
#??_???????_????????45  ?????  ????? ?????? ????? ?????? ????? ??????  ????? ?????? ???? ?? ??????? ????? ?? ?????? ??? ??????? ???????? ??? ????? ??? ??????? ?,Covid Vaccine,Against,Negative,No
#??_???????_????????51 #???????_??_???? #???????_????_?????_????? ????? ??? ???? ???????? ????? ?????? ???? ?????? ????? ??? ????? ??? ??? ?????? ???? ???????? ?? ???? ????? ???????? URL,Covid Vaccine,Against,Neutral,No
#??_???????_????????52  ???? ? ????  ????? ?????? ?????  ??? ??????? #??????  ??? ?????? ??? ?????  ?? ??? ??? .   MENTION,Covid Vaccine,Against,Neutral,No
#??_???????_????????52 ??????? ?? ????? ?????? ?????? ??????? ?????? ??? ?????? ?????? ??? ?? ????? ????? ???????!,Covid Vaccine,Against,Neutral,No
#??_???????_????????52 ???? ???? ??????? ?? ??? ????? ?????? ????? ?? ????? ????? ????? ????? ?????? ????? ??? ??? ??? ????? ???? ????? ..??? ??????? ?????? ?? ?????? ??? ????? ? URL,Covid Vaccine,Against,Negative,Yes
#??_???????_????????53 ????? ????? ???? ? ??? ????? ???? ?????? ???? ????? ????? ? ???? ? ?????? ???? ??? ???? ??? ?????? ???? ?? ??? ???????? ? URL,Covid Vaccine,Against,Negative,No
#??_???????_????????55 ?????? ????? ??????? ??? ?????? ???? ?? ??? ?????? ????? ?????? ??? ???? ?????? ??? ????? ???????  ??? ?????? ??? ????? ??? ?? ?????? ??? ???? ?? ?????? ???? ??????  ???? ?? ??? ????? ??% ???? ????? ??????? ?? ??? ???? ????? ????? ??% ?????? ?? ????? URL,Covid Vaccine,Against,Negative,No
#??_???????_????????56  ??? ?? ????? ?? ???? ???? ??? ?????? ???? ? ( ????? ??????) ???? ?????? ? ??????? ??? ????? ???????!  ??? ?? ????? ????? ????? ?????? ???? ??????? !!!  ??? ???,Covid Vaccine,Against,Neutral,No
#??_???????_????????59 #??_???????_????????60 ?????? ?? ??? ?? ??? ?? ?????? ????? ???? ??????. ??? ?????? ?????? ?????? ?? ??????? ??? ???. ?? ?? ????? ? ????? ????? ????? ??????  ??? ???? ???? ???? ???? ????. URL,Covid Vaccine,Against,Negative,No
#??_???????_????????62 ???? ?? ????? ??? ????????? ???? ??? ????? ??????? ????? ??? ????? ??? ??????? ??????? ???????  ???? ?? ?????? ????? ????? ??? ??? ??? ?????? ?? ??  ????? ????? ?? ??????? ????? ??? ?? ??????? ???? ??? ?????.,Covid Vaccine,Against,Neutral,No
#??_???????_????????70  ???????? ???? ?? ????? ???????? ?? ?????? URL,Covid Vaccine,Against,Neutral,No
#??_???????_????????71 ???????? : ????? ????? ????????  ??? ?????? ?? ????? ??? ????? %70 ?? ??????  ???? ??? ????? ?????? ??? ????? ??? ?????? ????? ????? ???????? ????????? ?????? ?????? ??????? . URL,Covid Vaccine,Against,Negative,No
#??_???????_????????74 ????? ??????? ?? ????? ?????? ??????? ?? ??? ???? ?? ?????   ??? ??? ?????? ???? ?????. ????? ??   ???? ?? ???? ?????? ?????? ???? ???? ?? ???? ???? ???????. URL,Covid Vaccine,Against,Negative,No
#??_???????_????????75 ????? ??????? ???? ???? ?????? ??? ?? ??? ????????   ?? ?????? ???????? ??? ????????? .   ??? ????? 90% ?? ??????? ??? ?? 16 ?????.   ??? ??? ?????? ??? ?????? ????? ??? ???? ??? ???????. URL,Covid Vaccine,Against,Neutral,No
#??_???????_????????77   ??? ?? ??? ????????? ????? ?? ????? ?????? URL,Covid Vaccine,Against,Neutral,No
#??_???????_????????77 ??? ???? ?????? ????? ???? ??? ?????? ???? ??? ?? ?????? ???? ??? ?? ??????? ????? ?? ????? ??? ??????? ???? ??????? ????????? ?????? ??? ????? ?????? ???? ???? ??????? ?? ?????? ??? ?????. URL,Covid Vaccine,Against,Negative,No
#??_???????_????????80 ????? ?????? ??? ????????? ?????? ?? ????? ????? ?? ????? . ????? ???? . ?? ???? ?????? ??? ??? ??????? ???? ???? ???? ???? ????? ???????? ????? . ????????? ??? ????,Covid Vaccine,Favor,Neutral,No
#??_???????_????????80  ??? ?? ?????? ??? ??????? ?? ??????? ??? ??????  ???? ?? ??? ?? ?????? ??? ???? ????? ????? ??? ?????? ?????? ??????? ????????  ?? ????????? ??????? ??? ????? ??????  ????? ??????? ??????? ????????? ?????!!!!,Covid Vaccine,Against,Neutral,No
#??_???????_????????82 #???_???????_?????  ???? ????? ???? ??? ?????? ?? ?????? 5????? ???? ??? ???? ??????? ?? ?????? ???? ???? ????? ????? ???? ?? ???? ??? ?????? ? ???? ?????? ??? ?? 3000 ????? ??????,Covid Vaccine,Favor,Neutral,No
#??_???????_????????82 ????? ????? ???? ???????????????????????????? ????? ????    ???? ???? ???? ?????? ??? ??? ???? ??? ???? ??????        ??? ??????? ??? ??????? ????? ?? ???? ?????? ???????? ????? ???????????? ?????? ?? ????? ???????? ????????    ???? ???? ??? ???? ????????,Covid Vaccine,Against,Negative,No
#??_???????_????????84 ???? ?????? ??? ????? ???? ?????? ?? ???? ??????? ???? ?????? ?????? ????? ????? ?????? ????? ????????? ?? ????? ??????? ????????? ????????? ??????? ????? ???????? ??? ???? ?????? ?? ???? ??????? ??? ??? ????? ??? ???? ???? ?????? ?? ???? ???????? ???????,Covid Vaccine,Against,Neutral,No
#??_???????_????????100   ????? ????? ???? ???????????????????????? ???? ???? ?????? ??? ??? ???? ??? ???? ??????        ??? ??????? ??? ??????? ????? ?? ???? ?????? ???????? ????? ???????????? ?????? ?? ????? ???????? ????????  ???? ???? ??? ???? ???????? #??_???????_????????,Covid Vaccine,Against,Neutral,No
#??_???????_????????105 ??? ???????  ???????? ???? ????? ????? ???? ???? ?????? ??????? ?? ??? ??????.  ??? .. ?? ??? ???????  ?? ??????  ?? ?????? ????? ? ?? ???  URL URL,Covid Vaccine,None,Neutral,No
#??_???????_????????140 #??_???????_???????? ??? ????? ?????? ??????  ?? ???? ?????? ??????? ???? ?? ?????? ?????? ?? ???? ?? ???? ?????? ?!  " ????? ????? ?????? ??????? ????????? " ?!! URL URL,Covid Vaccine,Against,Negative,No
#??_???????_????????140  ????? ???? ??????? ???????? ?? ????? ??????? ??????? ????????? ??? ?????? ??????? ??? ?? ????? ?????? ??? ????? ?? ??? ?? ?????? ?????? ??????? ???? ???????? ??? ????? ?????? ??????? ?????? ??????? ?????? ??? ??????? ??????? ????? ??????? ??? ????? ??????,Covid Vaccine,Against,Neutral,No
#??_???????_????????180 #??_??????_????????? #??????_????????? ?????? ????? #??_??????_??????? #???????_??_???? URL,Covid Vaccine,Against,Negative,No
#??_???????_????????188 #????? ?????? ??? ????? ?????? ???? ?????? ???? ?????? ??? ?? ???? ???? ???? #??_??????_???_??_?????_??????  #??????_??????? #??????_????????? URL,Covid Vaccine,Against,Neutral,No
#??_???????_????????205 ??? ?????? ????? ??? ?? ???? ???? ???? ????? ?? ?? ?? ???? ???? ???? ?????? ????????? ??? ???? ?????? ????? ???? ????? ??????? ?? ??????? ???? ???? ??? ??? ??? ??? ???? ?????? ??? ?????? ???? ???? ????? ???? ???? ?? !!? ???? ???? ??? ?????? ?? ???? ??? !?,Covid Vaccine,Against,Negative,No
#??_???????_????????205 ????? ?????? ?????? ?? ?????? .. ??? ???? ?????? ??????? ??? ??????,Covid Vaccine,Against,Negative,Yes
#??_???????_??????????  ?? ?????? ???? ??? ????? ????? ?? ?????? ???? ????? ??? URL,Covid Vaccine,Favor,Negative,No
#??_???????_?????????? ????? ?? ??? ??? ?? ????? ?? ??? ???? ?????? ??? ???? ?????? ...??????? ? ?? ?????? ????? ?????? ? ??? ?????? ?? ??? ???? ? ?? ???? ?????,Covid Vaccine,Against,Neutral,No
#???? #????? #???????_????? #????? #???????  ??? ???? ??????? ????? ????? ????? ?? ??????? ? ????? ???? ????? ???????? ???? ???? ? ????? ???? ???? ???????? ? #?????_????? ??,Covid Vaccine,Favor,Positive,No
#????_??????  #?????_?????? ?? ???? ?? ??? ?? ?????? ??? ????? ?????? ?? ???? ????? ?? ????? ???? ??? ????? ?? ????? ?? ????  ?? ???? ?? ????? ?? ????? ???? ???? ????? ?? ????? ????? ?? ??? ?????? ???? ??????? ??? ??? ????? ??????? ?????? ?? ????????  ???? ??????? ?  ???,Covid Vaccine,None,Neutral,No
#????_?????? #??_???????_??????????  ??? ??????? ????? ??? ????? ????? ??? ????????? ?? ??? ?????? ???? ?? ?????? ?? ????? ? ????? ???????? ???? ??????  ?? ????? ??? ?? ??? ??????? ??? ???? ???????? ????? ?? ??????? ?? ???? ????? ??????? ??? ????? ???? ?????? ?,Covid Vaccine,Against,Neutral,No
#????_?????? ?????? ????? ????????.. ????? ???? ???? ??? ??????! ?? ???? ????? ??? ????? ???? ???? #??????.. ???? ?????? ?????? ?????. URL,Covid Vaccine,Against,Negative,No
#????_?????? ????? ???? ?? ??????? ??????? ??????? ???????? ?????? ??????? ?? ????? ?????? ??? ???????? ?? ????? ??? ??????? ????????? ?? ????? ?????  ???? ??? ?? ?????? ?? ?????????? ???? ?????????? ???????? ??????? ?? ?????? ??????? ??? ???????? ?? ???? ??? ????? ??% ?? ??????,Covid Vaccine,Favor,Neutral,No
#???22 ???? ?????? ???? ???? ???? ?? ????? ????? ?????? ?????? LEAP ???? ??????? ???????? ????? ???? ?? 75 ???? ??? ??????,Digital Transformation,Favor,Positive,No
#???22 ????? ??? ?? ????? ????????? ?????? ????????? ?? ????? ??? ???? ?? ?????? ?????? ????????? ??????? ??????,Digital Transformation,Favor,Positive,No
#???22 ??? ??????? ?????? LEAP  ????? ???? ???????? ????? ??????? ?? ?????? ?????? ??????? ???? ???????? ????????? ??????? ???? ??????????? ??????? ?? ???????? ?????? ?????? ?????? ?????? ???????? .,Digital Transformation,Favor,Neutral,No
#???22 ???? ???? ????? LEAP ?????? ?????? ??? ?????? ?????? ?????? ???????? ???? ???? 2030 ???? ????? ?????? ?????? ?? ??? ?????????? ??????,Digital Transformation,Favor,Positive,No
#???22 ????? ??? ?????? ??? ?????? ????????? ?? ?????? ????? ?????? ???? ???? ???? ?? ????? ????? ?????? ?????? LEAP ???? ??????? ???????? ???? ??? ?????? ?? ??????,Digital Transformation,Favor,Positive,No
#????? ???? ?????? ?????? ??? #???????_?????????? ? #???????_??_???  URL URL,Digital Transformation,Favor,Positive,No
#?????? |????  ???????????: ?????? ?????? ??? ??? ????? ?????? ?????? ?? ??????? ???? ?????? ???????  ????? ??? ??? ??????? ???????  ????? ??????? ???? ?????? ???????? ??? ???? ????? ????? ???????.,Covid Vaccine,Favor,Positive,No
#??????_??????   ???? ?????? ?????? ???????? ???? ???? ?????? ??? ????? ??????? ??? ???? ???????  #??_???????_????????  #??_????_??_????  #??????_???????  #??????_?????????  #??????_?????? URL,Covid Vaccine,Against,Negative,No
#????_???? ?????? ??????? ????? ?????? ?? ??? #??????  - ?? ?? ????? ???????? ?? ?????? ??????? ??? ??? ?????? ?? ??????? ???????? ?,Covid Vaccine,None,Neutral,No
#????_??????_????????_?????? ???? ????? ????????? ???? ??????? ???????? ???? ?????? ??????? ?? ?????? ?????????? ???? ???? ??????? ???????????  ???? ??????? ??????? ???  URL  #???? #?????_??????_?????????? ???? URL URL,Digital Transformation,Favor,Neutral,No
#????_??????_?????????? ??? ?????? ??? ?? ?????? ??????????  ?? ???? ?? ?????? ??? ???? ??? ???? ??????? ???? ????? ?? ?????   ?????? ???? ???? ??????? ? ???????  ?? ???????? ???? ??? ????? ???? ??? ?????? ??????,Digital Transformation,None,Neutral,No
#??????_?????????  @Turki_alalshikh   @EhsanSA   (2030)  ???? ???????? ? ?????? ? ?????? ?????????? ???? ????? ?? ???? ???? ???? ???? ???? ???? ?????? ???? ?? ????? ?? URL,Digital Transformation,Favor,Neutral,No
#??_????_???? ??? ????? 60% ?? ??????..?????? ????? ????? ?????? ?? ??? ???? - CNN Arabic URL,Covid Vaccine,Against,Neutral,No
#?????_?????_???????? ?? ... ?????? ?? ????? ??? ????? 70 % ?? ???? ??????.  #????_?????? #??????_???_??????,Covid Vaccine,None,Neutral,No
#?????_?????_??????_2022   ?? ?????? ??? ?? ?????? ??? ???? ??????? ??? ?????? ?   ???? ?? ??? ???? ???? ????? ?? ??? ???? ???? ?? ???? ??? ????? ?,Women empowerment,Against,Negative,No
#????_????_??_??????_???????  @tvtcweb  @maabahussain   ???? ???? ??????  ?????? !  ??? ????? ???? ??? ?????? ??? ?? ??????? ?????? ?? ?????? ?? ??????  ?? ???????? ????? ! ???? ??? ???????  ?????? ?? ??????? ?? ???  ?? ?? ????? ?????? ?????? ???? ????? ?? ?????? ?????????? !,Digital Transformation,Against,Negative,No
#????_???????_???????? ???? ????? ????? ?????? ????? ????? ??? ???? ???? ??????? ????? ??????,Covid Vaccine,Against,Neutral,No
#????_???????? | ????? ?????? ???????? #?????_????????? @Tahanialdo ?????? ?????? ??????? ??? 21 ?????? ???????? ?????? ??????? ??????? | #????_??  #?????_??????,Women empowerment,Favor,Positive,No
#??????_????_???_????? ???? ????? ??? ????? ?????? ? ????? ?????? ?????? ???? ?? ????? ????? ? ?????   ??? ??? ?????? ? ????? ??? ?? ??? ?? ?,Women empowerment,Favor,Positive,No
#???_??????_?????? ?? ???? ???????? #??????_?????? ? #?????_??????_???_???? ?,Women empowerment,Favor,Positive,No
#???_???????  ???? ???? ????? ???? ????? ???? ???? ?????? ?????  ???????? ??? ???? ???? ..  ????? ... ???? ????? ?????? ?????? ????? ??????? ????? ????? ??????? .. ???? ????? ???? ???? ???  MENTION URL,Covid Vaccine,Favor,Positive,No
#???_???????   ??? ???? ? ???? ??? ????  ?? ??? ?? ????? ????? ???? ??? ?????  #?????? URL,Covid Vaccine,Favor,Positive,No
#???_???????  ?? ????? ???? ??? ????? ?????? ?????? ????????? ?????? ????????? ??????  ?????? ?????? ??????? ????? ????? ??????? ????? ?? ???? ?????? .  ???? ????? ?? ????? ?????? ????? ????? . URL,Covid Vaccine,Favor,Positive,No
#????_????  #?????_??????   ??????? ????? ????? ?????? ??????? ??????,Covid Vaccine,Favor,Positive,No
#??? ?????? #?????_??????,Women empowerment,Against,Neutral,No
#??_???????_????_?????? ?? ???? ??  ???? ????? ?? ???????? ?? ???? ????? ?????????? ???????? ??????? ??? ???? ???? ???? ????? ????? ??????? ?????? ??????? ????,Covid Vaccine,Against,Negative,No
#????_???????_???????  ???? ???? ???? ??????? ?? ?????? ?????? ?? ???? ???? ????? ????? ??????? ??????????  ?????? ???????? ???????? ?????? ??????? ?????????  “???? ??? ???? ?????? ???? ????? ????” #??????_?????? #???_????_???_???? URL,Digital Transformation,Favor,Positive,No
#????? ????? ????????? ?????? ????? ???? ? ???????? ??????? ???????? ? ?? ???? ? ?????? ???   ???? ??????? ????? ?????? ? ???? ?????? ? ??? ?????? ??? ?????? ? ??????? ???? ???? ? ????? ?????? ????? ?????? ??? ????? ?????   ? ????? ?????? ????? ?????? ???????????? .??? URL,Covid Vaccine,None,Neutral,No
#?????_????? #?????_?????? ???? ???? ????? ????? ????? ?????? ?????? ?? ??????? ????? ????? ???? ???? ????? ???? ???? ?????? ????????? ?????? ??????? ???? ?? ?????????? ???? ???? ????? ?? ??? ??????? ?????????? ??????? ????? ???? ?????? ????? ????? ???? ?????? ????? ??????? ?,Covid Vaccine,Favor,Positive,No
