Text,Target,Stance,Sentiment,Sarcasm
إطلاق شبكـة الحاضنـات والمسرعـات ومساحـات العمل لتكون مظلة لحاضنات الأعمال في المملكة - خفض نسبة المخالفات المرورية الخطيرة إلى 40% عن معدلات عام 2017م - استبدال النفط بالعقل وتحويل الاقتصاد الريعي الى اقتصاد معرفي - تمكين المرأة - تقليص البطالة. (يارب 🤲🏻),Women empowerment,Favor,Neutral,No
إقبال كبير من المواطنين على مركز تطعيم لقاح كورونا بالشرقية,Covid Vaccine,Favor,Neutral,No
إلزام وزارة التجارة والصناعة العديد من الشركات التجارية بتوفير خدمة الدفع الإلكتروني للمستهلكين خطوة تقدمية عظيمة تحقق الشمول المالي وتدعم التحول الرقمي وتسهل على المواطنين عملية البيع والشراء وتقلل من مخاطر التغرير والاحتيال.. شكرا حكومتنا الرشيدة,Digital Transformation,Favor,Positive,No
إلقاء القبض على ألماني تلقى 90 جرعة من لقاح #فيروس_كورونا من أجل بيع بطاقات تطعيم مزورة  #الشرقية_نيوز URL,Covid Vaccine,None,Neutral,No
إلهي يا رحمن يارحيم  يا عالم الغيب ورب السموات والأرض  احفظنا ومن نحب بعينك التي لا تنام... فأنت يا سيدي تعلم ما لا نعلم وانت خير الحافظين 🤲🏻💔   #لا_للتطعيم_الاجباري #كورونا #الكويت #تطعيم_الاطفال 💔,Covid Vaccine,Against,Neutral,No
إلى أى مدى وصل تمكين المرأة .. الإسلام الجديد...المساواة المطلقة . غدا ستكون العصمة بيد المرأة إجبارية  سيكون بيدها تطليق الرجل / الذكر...!!! يارجال عليكم تعلم الطبخ ..!!,Women empowerment,Against,Negative,No
إن أرادت الوزارة المضي قدمًا نحو التحول الإلكتروني  عليها أن تسد الفجوات وتستمع لمطالب المعلمين الذين هم أدرى بشعاب البيئة التعليمية وليست إدارات التعليم. فمتى يكون ذلك؟,Digital Transformation,None,Negative,No
إن الاحتفاء بـ #يوم_المرأة_العالمي  هو احتفاء بالمجتمع ككل، فالمرأة أصبحت محركاً للتغيير الإيجابي بالعالم، ووضعت بصمتها الواضحة على العديد من الإنجازات، وتمتلك #الإمارات نموذج عالمي رائد في تمكين المرأة، بفضل توجيهات #القيادة_الرشيدة التي آمنت بقدرات المرأة وأولتها ثقة كبيرة.,Women empowerment,Favor,Positive,No
إن التحول من العالم الورقي للعالم التقني وتحويل الأعمال اليدوية لأعمال إلكترونية مع تطبيق مختلف التقنيات الحديثة بات من الأمور الحتمية بل إن بعض الدول باتت تعتبرها جزءاً من الحقوق الأساسية لمواطنيها حالها حال باقي الحقوق.متى يا ترى يأتي اليوم الذي نستطيع أن نقول بأن عماننا رقمية؟,Digital Transformation,Favor,Positive,No
إنّ الوّطن لا يُحلَّق مِن دُون المرأة           - قابوس بن سعيد طيب الله ثراه   و كل عام و العمانيات في رفعة و تمكين    #يوم_المراه_العمانيه,Women empowerment,Favor,Positive,No
إنّ تحليل الواقع يظهر حقيقة تمكين المرأة💜  للمساهمة الاستراتيجية في تحقيق أهداف التنمية المستدامة للمملكة.  #قطوف 🌺 #المرأة_في_2030,Women empowerment,Favor,Positive,No
إن تمكين #المرأة ليس مجرد شعار جذاب يتم تداوله وإنما عامل رئيسي في النجاح الإجتماعي والإقتصادي للأمم فعندما تنجح النساء يستفيد الجميع @shammam_s @AmantAlshmmalya @omsayf9  #يوم_المراه_العالمي   #وزارة_الشؤون_البلدية_والقروية_والإسكان #أمانة_منطقة_الحدود_الشمالية,Women empowerment,Favor,Positive,No
إن تمكين المرأة ليس مجرد شعار جذاب يتم تداوله،وإنما عامل رئيسي في النجاح الاجتماعي والاقتصادي للأمم. فعندما تنجح النساء، يستفيد الجميع.  #المرأة_في_السعودية #اليوم_العالمي_للمرأة  #InternationalWomensDay,Women empowerment,Favor,Positive,No
إن تمكين المرأة ليس مجرد شعار يتم تداوله، وإنما عامل رئيسي في النجاح الاجتماعي و الاقتصادي فعندما تنجح المرأه يستفيد المجتمع  #جمعية_جود #اليوم_العالمي_للمرأة  @First1Saudi,Women empowerment,Favor,Positive,No
إنّ تمكين المرأة وحصولها على استقلاليتها في اتخاذ قراراتها، تم التخطيط له وتنفيذه انطلاقًا من إرادة سياسية قوية، تستهدف توظيف طاقاتها في كافة المجالات وعلى كافة المستويات.💜  #قطوف #المرأة_في_2030,Women empowerment,Favor,Positive,No
إن توفر الموارد التقنية والبشرية لا يكفي وحده اذا يتم استغلاله ليعطي النواتج الصحيحة . كما أن #التحول_الرقمي ليس مسؤولية الوحدة المسؤولة عن الجانب التقني بل هو مسؤولية مشتركة لكل وحدات العمل وخصوصا الجهات الاشرافية العليا في المؤسسة فيجب تشجيع روح الفريق بدلا من الانجاز الفردي!,Digital Transformation,Favor,Positive,No
إن مشروع #التحول_الرقمي يجب ان يكون اول نواتجه هو تنظيم الاجراء الإداري على هيئة سلسلة من الاعمال تتفق مع القوانين السارية وتتوج في نهايتها ما يحقق طلب المراجع سواء كان فرد او مؤسسة وما البناء التقني من برمجيات الا ناتجا لتلك الخطوة السابقة ..,Digital Transformation,Favor,Positive,No
إن ملف تمكين المرأة المصرية حظي خلال آخر سبع سنوات بالكثير من الدعم والاهتمام من قبل القيادة السياسية، حيث حصلت النساء على الكثير من الامتيازات والحقوق في النواحي الاجتماعية والسياسية والاقتصادية. #تنسيقية_شباب_الأحزاب_والسياسيين #برلمان_بمفهوم_جديد   #اليوم_العالمي_للمرأة,Women empowerment,Favor,Positive,No
إن هذا القرار يعد تكليفاً أفخر به ودلالة على المكانة المميزة التي أصبحت تحظى بها #المرأة_الإماراتية في مختلف القطاعات، ما يعكس رؤية قيادتنا الرشيدة وجهودها المستمرة في تمكين المرأة بكافة الصور وفتح المجال أمامها لإثبات ذاتها وجدارتها,Women empowerment,Favor,Positive,No
إنتصرت لندن بفضل وعي الشعب البريطاني ونجاح إجراءات الحكومة الصارمة التي أتخذتها قبل عام ونيف في مواجهة وباء كورونا الذي اجتاح المملكة المتحدة 🇬🇧 بشكل رهيب تطعيم ما يقرب %80 من المواطنين  عادت الحياة إلى هذه المدينة الساحرة هذه قصة نجاح باهرة تستحق التعميم  في بقية بلدان العالم 👍 URL,Covid Vaccine,Favor,Positive,No
إنجاز المعاملات والإجراءات بالأجهزة الذكية وعقد الاجتماعات عن بعد والتعليم عن بعد  وغيرها من الأمور التي تصب في التحول التقني وسرعة الإنجاز وعدم تعطيل مصلحة المواطن أثناء الحظر الكلي  من الإيجابيات  نأمل أن تستمر هذه الثقافة بعد انتهاء غمة هذا الوباء (بإذن الله تعالى).....,Digital Transformation,Favor,Positive,No
إنجاز رائع   ومركز مستحق في واحد من أهم البرامج المستقبلية   شكرا للمنسقة إيمان عوض شكرا للمنسق أيمن المرحبي   شكرا للمكاتب ومدارس التحول   شكرا لأبنائي الطلاب والطالبات على التفاعل التقني الكبير URL,Digital Transformation,Favor,Neutral,No
